instance code,patient num,instance num,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
10,11,12,1.7757,1.7694,1.7794,1.7890000000000001,1.8013,1.8002,1.8282,1.8613,1.8098,1.7957,1.8063,1.7994,1.8257,1.8244,1.7949,1.7868,1.7871,1.7895,1.7965,1.7896,1.7895,0
11,12,13,1.7537,1.8172,1.7837,1.6845,1.7344,1.7655,1.7480000000000002,1.7054,1.7751,1.7607,1.7339,1.8347,1.8144,1.7632,1.7521,1.7047,1.7578,1.7646,1.7311,1.7243,1.7289,0
12,13,14,1.6785,1.6561,1.7023,1.714,1.7296,1.7464,1.7691,1.7481,1.8262,1.8207,1.7736,1.8013,1.7929,1.7869,1.7843,1.7835,1.8159999999999998,1.8063,1.7424,1.7688,1.8037,0
13,14,15,1.7443,1.7774,1.7997,1.7334,1.7908,1.7883,1.8234,1.7905,1.8622,1.8216,1.8001,1.8361,1.9372,1.801,1.7959,1.7752,1.7892,1.7868,1.807,1.7979,1.824,0
14,15,16,1.6583,1.6935,1.617,1.6983,1.7694,1.7844,1.735,1.6794,1.8377,1.8114,1.804,1.8069,1.7948,1.8162,1.8193,1.8104,1.8177,1.8111,1.8454,1.8455,1.8432,0
15,16,17,1.8003,1.8002,1.8047,1.797,1.8416,1.8019999999999998,1.831,1.8421,1.8729,1.8502,1.7985,1.8495,1.8556,1.8974,1.8219999999999998,1.7728,1.8271,1.8824,1.962,1.9146,1.9426,0
16,17,18,1.8392,1.8407,1.8137,1.838,1.8762,1.8623,1.8824,1.8282,1.9108,1.9118,1.8418,1.8963,1.9129,1.9239,1.8846,1.7993,1.8959,1.9405,1.9411,1.962,1.9685,0
17,18,19,1.869,1.881,1.8448,1.9438,1.8886,1.8302,1.8993,1.8167,1.9053,1.9326,1.8197,1.8857,1.8491,1.8631,1.8638,1.8491,1.8406,1.8799,1.8693,1.8621,1.8622,0
18,19,20,1.8127,1.8125,1.8167,1.7774,1.8319,1.8096,1.8019,1.7326,1.8179,1.8607,1.8192,1.8152,1.7944,1.8306,1.8234,1.8205,1.8187,1.8043,1.8144,1.7964,1.7930000000000001,1
19,20,21,1.6604,1.6775,1.6628,1.7207,1.7326,1.7291,1.7453,1.6684,1.7011,1.7731,1.7706,1.7715,1.7708,1.7369999999999999,1.7462,1.7657,1.7513,1.7524,1.7555,1.7749,1.7772,1
20,21,22,1.6932,1.6986,1.733,1.6481,1.7247,1.7335,1.7622,1.7932,1.6613,1.7498,1.7443,1.7891,1.7529,1.8087,1.7327,1.7035,1.7152,1.7519,1.8102,1.817,1.8083,1
21,22,23,1.8356,1.818,1.8392,1.8841,1.7945,1.8968,1.7948,1.7719999999999998,1.8353,1.8687,1.7661,1.8663,1.8313,1.79,1.7775,1.7787,1.7377,1.7686,1.7858,1.7811,1.7491,1
22,23,24,1.6188,1.5965,1.5842,1.7902,1.78,1.7726,1.8015,1.8231,1.9183,1.8505,1.7930000000000001,1.8733,1.8496,1.8216,1.8234,1.8296,1.8214,1.8061,1.815,1.7628,1.7924,1
23,24,25,1.7059,1.7097,1.7134,1.6848,1.7077,1.7219,1.7188,1.6724,1.6795,1.7806,1.8033,1.7546,1.7408,1.7399,1.7416,1.7311,1.7313,1.7667,1.7386,1.7303,1.7502,1
24,25,26,1.6438,1.524,1.6327,1.55,1.6371,1.5399,1.6102,1.579,1.555,1.6173,1.5717,1.6199,1.6315,1.6062,1.5838,1.5915,1.5529,1.6108,1.6101,1.6469999999999998,1.5792,1
25,26,27,1.7347,1.7227,1.7178,1.9207,1.8077,1.735,1.8452,1.8825,1.9625,1.9278,1.7738,1.8761,1.8793,1.8547,1.8404,1.7774,1.7835,1.7930000000000001,1.8121,1.7835,1.7885,1
26,27,28,1.9167,1.8592,1.8808,1.7459,1.7941,1.7594,1.8317,1.815,1.6459,1.8575,1.7976,1.8837,1.8812,1.7333,1.6947,1.7084,1.8189,1.7751,1.7689,1.7709,1.7906,1
27,28,29,1.693,1.6633,1.7059,1.6074,1.7007,1.6781,1.6277,1.6528,1.6756,1.7005,1.6769999999999998,1.6887,1.8123,1.5761,1.6680000000000001,1.6507,1.6368,1.6141,1.6353,1.5915,1.5829,1
28,29,30,1.7029,1.7067,1.71,1.8778,1.7979,1.7897,1.7955,1.75,1.8492,1.8176,1.8319,1.8366,1.7744,1.7487,1.8176,1.7607,1.7955,1.7009999999999998,1.7433,1.745,1.729,1
29,30,31,1.7374,1.7516,1.7481,1.6721,1.7313,1.7737,1.7901,1.8119,1.8389,1.8090000000000002,1.8179,1.8241,1.7937,1.831,1.7839,1.8097,1.817,1.805,1.7790000000000001,1.7872,1.8333,1
30,31,32,1.7944,1.7486,1.7658,1.7944,1.776,1.7646,1.7729,1.787,1.8431,1.8142,1.8121,1.8526,1.7761,1.788,1.7761,1.7596,1.7886,1.8094,1.7991,1.8149,1.8025,1
31,32,33,1.6802,1.6542,1.6887,1.6616,1.7104,1.7076,1.7735,1.8087,1.7227,1.7963,1.7693,1.909,1.9075,1.6969999999999998,1.7061,1.6907,1.6691,1.6986,1.7124,1.6906,1.6883,1
32,33,34,1.7369999999999999,1.7271,1.7380000000000002,1.7244,1.7583,1.7575,1.7435,1.709,1.7504,1.7829,1.7732,1.7372,1.7336,1.7812,1.7479,1.7387,1.7435,1.7593,1.7848,1.7467,1.729,1
33,34,35,1.7811,1.7735,1.7557,1.7346,1.7262,1.706,1.7264,1.7576,1.7673,1.7378,1.7433,1.8506,1.7623,1.7769,1.7307,1.7108,1.7169,1.7211,1.7612,1.7829,1.7955,1
34,35,36,1.7625,1.7759,1.7904,1.7976,1.8014,1.8216,1.8196,1.8007,1.8449,1.8619999999999999,1.8537,1.8493,1.8411,1.8341,1.8528,1.8621,1.8315,1.8602,1.8121,1.8313,1.8361,1
35,36,37,1.6947,1.7128,1.7313,1.7386,1.7451,1.7345,1.7689,1.7577,1.8801,1.8030000000000002,1.7990000000000002,1.7758,1.8947,1.7308,1.7518,1.77,1.7204,1.7152,1.7533,1.7503,1.7461,1
36,37,38,1.9308,1.8359999999999999,1.9007,1.7574,1.8018,1.8037,1.8238,1.7997,1.8017,1.8116,1.8035,1.8276,1.8083,1.7818,1.8368,1.8063,1.8379,1.7686,1.7997,1.8046,1.7944,1
37,38,39,1.6923,1.7244,1.6758,1.7637,1.7634,1.7565,1.7409,1.6476,1.7308,1.7997,1.7708,1.8597,1.8641,1.7965,1.7604,1.7065,1.8113,1.9004,1.7946,1.8032,1.8425,1
38,39,40,1.7738,1.7801,1.7771,1.8068,1.7888,1.8123,1.834,1.8303,1.8665,1.8411,1.8529,1.8433,1.844,1.8487,1.8426,1.8312,1.8453,1.8298,1.8189,1.8322,1.8322,1
39,40,41,1.7263,1.7272,1.7272,1.7041,1.72,1.7303,1.7261,1.7027,1.6911,1.766,1.7689,1.7377,1.6845,1.7179,1.7337,1.725,1.7227,1.6862,1.74,1.7376,1.7512,1
40,41,42,1.7137,1.672,1.6482,1.7545,1.7497,1.7391,1.7185,1.709,1.7682,1.7604,1.7483,1.7721,1.7546,1.8925,1.7637,1.7197,1.8063,1.8294,1.8795,1.7922,1.821,1
41,42,43,1.7475,1.7438,1.7365,1.745,1.7742,1.7683,1.7846,1.7733,1.7894,1.839,1.7893,1.8544,1.8432,1.8049,1.8242,1.8165,1.8319,1.7975,1.805,1.8369,1.82,1
42,43,44,1.7256,1.7273,1.7336,1.7652,1.7938,1.7463,1.8515,1.8146,1.855,1.8459999999999999,1.8602,1.9254,1.8735,1.8372,1.7891,1.8119,1.7916,1.7837,1.7878,1.7602,1.7606,1
43,44,45,1.8086,1.7718,1.7549,1.75,1.8028,1.7996,1.7516,1.7134,1.8327,1.8476,1.8539,1.8082,1.7987,1.8007,1.8237,1.8149,1.8268,1.8295,1.8,1.7988,1.8138,1
44,45,46,1.68,1.6686,1.6669,1.8598,1.7768,1.7173,1.7568,1.7723,1.838,1.8478,1.7371,1.7495,1.7625,1.7547,1.7582,1.8165,1.7358,1.7378,1.776,1.7557,1.7611,1
45,46,47,1.8248,1.7975,1.788,1.7549,1.8203,1.7934,1.7981,1.7575,1.8728,1.9087,1.868,1.9373,1.8448,1.83,1.8855,1.9044,1.8337,1.8076,1.7991,1.7958,1.8128,1
46,47,48,1.5027,1.5046,1.4955,1.7403,1.7022,1.6836,1.7161,1.7708,1.7051,1.7847,1.7599,1.8227,1.745,1.7416,1.7484,1.7455,1.7461,1.7555,1.7901,1.7687,1.7792,1
47,48,49,1.805,1.7298,1.8389,1.8942,1.8117,1.8027,1.939,1.8796,1.9021,1.8606,1.8265,1.8595,1.9203,1.8391,1.834,1.7901,1.7783,1.8483,1.8074,1.7746,1.8588,1
48,49,50,1.9073,1.8762,1.849,1.8807,1.9054,1.8186,1.8919,1.7825,1.8199,1.8811,1.8256,1.8212,1.9035,1.8587,1.8283,1.8118,1.8677,1.8617,1.8023,1.8074,1.8273,1
49,50,51,1.8064,1.8224,1.8265,1.7217,1.7758,1.7818,1.7752,1.6777,1.8188,1.7987,1.8018,1.8788,1.9234,1.8004,1.8091,1.8227,1.8230000000000002,1.8223,1.8283,1.83,1.8408,1
