instance code,patient num,instance num,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
0,1,2,1.7447,1.7563,1.7597,1.7227,1.7544,1.7765,1.7877,1.7715,1.7605,1.8263,1.81,1.8125,1.7755,1.8024,1.8045,1.7713,1.8095,1.8056,1.8288,1.7987,1.8196,0
1,2,3,1.9153,1.8559999999999999,1.8809,1.7829,1.8481,1.7944,1.814,1.7705,1.8873,1.8485,1.8265,1.8112,1.9040000000000001,1.7962,1.7969,1.7792,1.7946,1.8155,1.7881,1.7832,1.8026,0
2,3,4,1.739,1.7072,1.6944,1.8369,1.8412,1.8365,1.8343,1.7802,1.9666,1.8579,1.8263,1.8435,1.9023,1.8293,1.8342,1.8326,1.8319,1.798,1.8333,1.8233,1.8269,0
3,4,5,1.8247,1.8265,1.8107,1.8601,1.8469,1.8523,1.8464,1.7983,1.8391,1.8699,1.8711,1.8715,1.8209,1.8587,1.8557,1.8419999999999999,1.8519999999999999,1.8439,1.8758,1.8494,1.8432,0
4,5,6,1.7739,1.8155,1.8063,1.7251,1.8136,1.8139,1.7886,1.7125,1.8761,1.8234,1.7864,1.8043,1.788,1.7994,1.8032,1.7991,1.801,1.8508,1.8181,1.8193,1.8419999999999999,0
5,6,7,1.7734,1.7812,1.7713,1.8702,1.8538,1.8632,1.8658,1.8906,1.9438,1.8936,1.8823,1.8875,1.9206,1.8769,1.8694,1.8699,1.8739,1.8742,1.8739,1.8764,1.8796,0
6,7,8,1.774,1.7814,1.7202,1.6734,1.7974,1.827,1.7715,1.6249,1.7484,1.8028,1.8236,1.8232,1.7931,1.8253,1.8284,1.8053,1.8206,1.8505,1.8365,1.7915,1.857,0
7,8,9,1.7583,1.7492,1.8371,1.8838,1.8641,1.8164,1.874,1.8592,1.9399,1.9247,1.8179,1.9189,1.9023,1.8564,1.8616,1.8228,1.8277,1.8393,1.8255,1.8363,1.8298,0
8,9,10,1.7585,1.7717,1.7615,1.8045,1.8348,1.8456,1.8429,1.7947,1.831,1.8501,1.8464,1.8445,1.8321,1.8354,1.8383,1.8522,1.8521,1.8554,1.8443,1.8498,1.8537,0
9,10,11,1.8502,1.8367,1.8395,1.9541,1.9080000000000001,1.854,1.858,1.8776,1.9601,1.8826,1.8548,1.8608,1.8979,1.8347,1.8432,1.8439,1.8439,1.8194,1.8372,1.8398,1.8323,0
